States,County,winningParty,Total Population,Percentage of Men,Percentage of Women,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Asian,Percentage of Native,Average Income,Percentage living under poverty,Percentage employed,Percentage unemployed
Missouri,Bollinger,REP,12347.0,50.05,49.95,96.5,0.4,1.2,0.4,0.7,40791.0,19.9,40.46,5.1
Missouri,Benton,REP,18918.0,49.2,50.8,95.3,0.4,1.9,0.1,0.4,35097.0,18.6,32.65,9.7
Missouri,Bates,REP,16405.0,48.83,51.17,94.5,1.2,2.1,0.2,0.4,45605.0,14.3,44.26,5.2
Missouri,Barton,REP,11942.0,49.61,50.39,92.7,0.2,2.5,0.6,1.9,41184.0,20.9,44.41,5.4
Missouri,Barry,REP,35398.0,50.23,49.77,86.5,0.3,9.0,1.5,0.6,40638.0,20.5,40.48,8.0
Missouri,Audrain,REP,25763.0,45.58,54.42,87.1,6.1,2.9,0.2,0.2,44056.0,16.7,41.23,7.4
Missouri,Atchison,REP,5335.0,49.52,50.48,96.6,0.4,1.2,0.6,0.4,45259.0,12.1,49.97,4.1
Missouri,Andrew,REP,17358.0,49.67,50.33,94.9,1.3,2.3,0.1,0.1,56658.0,9.0,48.99,4.2
Missouri,Adair,REP,25437.0,47.23,52.77,90.5,2.4,2.3,2.3,0.2,38750.0,26.2,44.32,5.5
Missouri,Daviess,REP,8300.0,50.17,49.83,96.2,0.8,1.5,0.2,0.7,45707.0,13.2,43.02,3.5
Missouri,Linn,REP,12248.0,48.23,51.77,95.1,0.4,2.1,0.3,0.2,41652.0,16.5,45.04,3.2
Missouri,Lewis,REP,10078.0,50.42,49.58,92.8,2.9,1.7,0.2,0.6,47148.0,15.2,47.77,2.9
Missouri,Lawrence,REP,38131.0,50.02,49.98,89.7,0.6,7.2,0.5,0.5,41673.0,17.1,43.8,6.2
Missouri,Lafayette,REP,32655.0,49.37,50.63,92.2,2.0,2.7,0.5,0.2,52557.0,12.8,46.78,5.5
Missouri,Laclede,REP,35488.0,49.49,50.51,93.8,0.5,2.3,0.4,0.4,42646.0,17.7,41.97,7.7
Missouri,Knox,REP,3976.0,50.55,49.45,96.5,0.4,1.0,0.1,0.0,39674.0,20.2,41.3,5.8
Missouri,Johnson,REP,53941.0,51.71,48.29,86.2,4.5,4.1,1.4,0.6,50689.0,16.2,45.01,6.9
Missouri,Jefferson,REP,222639.0,49.75,50.25,94.7,1.0,1.8,0.8,0.2,60765.0,10.9,49.05,6.5
Missouri,Jasper,REP,118522.0,48.68,51.32,84.7,2.1,7.7,1.1,1.4,45328.0,17.3,47.52,5.5
Missouri,Jackson,DEM,688554.0,48.35,51.65,62.5,23.4,8.8,1.8,0.4,50652.0,15.9,49.1,5.7
Missouri,Iron,REP,10286.0,49.72,50.28,94.5,1.5,1.7,0.0,0.6,36457.0,21.2,37.23,8.6
Missouri,Howell,REP,40139.0,48.97,51.03,94.5,0.3,2.1,0.5,0.3,34984.0,22.9,41.01,5.0
Missouri,Howard,REP,10144.0,49.97,50.03,90.8,5.1,1.4,0.2,0.5,50356.0,16.4,47.36,4.6
Missouri,Hickory,REP,9352.0,48.62,51.38,95.3,0.1,1.5,0.0,1.7,34746.0,23.3,34.29,9.6
Missouri,Dallas,REP,16441.0,49.37,50.63,94.9,0.0,1.9,0.2,0.7,41441.0,15.7,36.36,7.8
Missouri,DeKalb,REP,12564.0,63.73,36.27,84.2,9.8,2.2,0.2,0.7,46517.0,12.5,34.42,3.4
Missouri,Dent,REP,15566.0,49.94,50.06,94.8,0.4,1.6,0.4,0.9,38829.0,20.8,38.1,7.3
Missouri,Douglas,REP,13391.0,50.06,49.94,98.0,0.1,1.4,0.1,0.1,33003.0,20.6,37.32,7.0
Missouri,Dunklin,REP,30905.0,48.07,51.93,81.1,9.7,6.4,0.4,0.3,32348.0,26.6,37.76,6.9
Missouri,Franklin,REP,102413.0,49.84,50.16,95.3,0.8,1.7,0.6,0.2,53849.0,10.6,48.68,4.9
Missouri,Gasconade,REP,14769.0,49.91,50.09,96.2,0.6,1.3,0.2,0.4,50687.0,12.0,45.99,3.4
Missouri,Greene,REP,286759.0,48.73,51.27,88.2,3.2,3.5,1.9,0.4,43175.0,18.5,48.15,5.0
Missouri,Holt,REP,4499.0,49.77,50.23,96.4,0.3,0.4,0.4,1.6,43981.0,12.0,47.1,4.2
Missouri,Grundy,REP,10111.0,48.83,51.17,94.6,0.3,2.1,0.3,1.0,41092.0,20.5,44.57,3.6
Missouri,Harrison,REP,8615.0,49.68,50.32,95.5,0.8,2.1,0.0,0.2,42889.0,18.3,44.35,3.3
Missouri,Henry,REP,21834.0,49.39,50.61,94.0,1.5,2.2,0.2,0.7,41089.0,21.2,40.79,6.7
Missouri,Gentry,REP,6688.0,48.22,51.78,96.4,0.9,0.3,0.4,0.7,43777.0,18.1,45.41,4.1
Montana,Richland,REP,11405.0,50.81,49.19,89.4,0.0,5.2,0.5,3.6,66572.0,5.9,52.72,2.6
Montana,Ravalli,REP,41387.0,49.71,50.29,93.2,0.1,3.3,0.6,0.6,44733.0,16.0,42.4,6.8
Montana,Prairie,REP,1325.0,51.4,48.6,98.6,0.0,1.3,0.0,0.1,50850.0,10.1,47.25,2.5
Montana,Powell,REP,6852.0,61.92,38.08,90.0,0.6,2.1,1.1,4.2,44352.0,14.6,37.24,1.5
Montana,Powder River,REP,1610.0,48.2,51.8,93.2,0.0,2.5,0.0,1.5,51136.0,8.2,59.25,2.4
Montana,Pondera,REP,6081.0,49.4,50.6,81.5,0.4,1.9,0.3,14.3,44597.0,19.0,43.61,5.8
Montana,Phillips,REP,4139.0,50.64,49.36,84.8,0.0,2.3,0.4,11.0,42101.0,18.0,41.46,8.9
Montana,Petroleum,REP,453.0,51.88,48.12,98.5,0.0,0.0,1.5,0.0,46429.0,10.1,56.51,5.2
Montana,Park,REP,16001.0,49.96,50.04,93.9,0.3,2.7,0.1,0.6,44920.0,13.4,51.01,2.8
Montana,Musselshell,REP,4766.0,49.69,50.31,92.9,0.8,2.4,1.5,0.7,38156.0,17.4,38.88,5.6
Montana,Missoula,DEM,114231.0,50.42,49.58,89.8,0.4,3.1,1.4,2.5,49412.0,15.9,53.96,6.0
Montana,Mineral,REP,4194.0,50.57,49.43,96.5,0.2,1.3,0.7,0.3,40117.0,20.1,37.74,7.4
Montana,Meagher,REP,2000.0,48.6,51.4,93.5,0.0,4.1,0.0,1.2,41343.0,15.8,45.1,3.5
Montana,Madison,REP,7902.0,51.51,48.49,93.8,0.3,3.4,0.1,0.5,47900.0,10.6,49.01,3.4
Montana,Roosevelt,REP,11218.0,49.41,50.59,35.7,0.2,3.3,0.4,54.7,39219.0,29.1,34.19,10.2
Montana,Rosebud,REP,9292.0,50.09,49.91,56.2,0.1,4.8,0.9,36.4,54709.0,19.1,43.39,8.6
Montana,Sanders,REP,11414.0,51.19,48.81,90.3,0.1,2.7,0.5,3.6,36445.0,21.2,35.78,7.6
Montana,Sheridan,REP,3568.0,50.22,49.78,90.9,0.1,2.6,0.9,1.4,51940.0,12.2,52.66,2.7
Montana,Silver Bow,DEM,34514.0,50.28,49.72,91.0,0.5,4.2,0.8,2.0,40480.0,19.2,47.26,5.9
Montana,Stillwater,REP,9342.0,49.79,50.21,93.4,0.2,3.5,0.2,1.0,61998.0,6.5,48.26,3.6
Montana,Sweet Grass,REP,3646.0,48.35,51.65,93.9,0.1,1.6,1.0,0.0,49761.0,10.4,44.46,0.9
Montana,Teton,REP,6040.0,49.16,50.84,94.2,0.2,1.5,0.2,1.2,51060.0,9.8,45.46,1.7
Montana,Toole,REP,5031.0,56.95,43.05,88.0,0.1,3.5,0.7,5.1,46735.0,16.6,43.77,1.0
Montana,Treasure,REP,790.0,47.72,52.28,94.6,0.0,2.4,1.5,0.0,42454.0,17.0,49.11,0.0
Montana,Wheatland,REP,2108.0,51.42,48.58,94.4,0.0,2.8,0.0,1.3,37222.0,19.8,46.2,3.4
Montana,Wibaux,REP,1121.0,49.96,50.04,96.2,0.0,3.7,0.0,0.2,47132.0,10.8,50.22,1.6
Montana,Yellowstone,REP,156332.0,49.17,50.83,87.0,0.6,5.3,0.6,4.0,57955.0,10.1,51.33,3.5
Montana,Hill,REP,16468.0,50.6,49.4,70.2,0.3,3.5,0.4,22.7,45269.0,21.2,43.38,6.4
Montana,Lincoln,REP,19249.0,50.05,49.95,93.2,0.1,2.7,0.4,1.0,36934.0,16.4,33.92,9.9
Montana,McCone,REP,1728.0,53.41,46.59,88.8,0.0,3.2,0.5,6.9,46193.0,7.7,46.18,1.2
Montana,Big Horn,DEM,13290.0,49.41,50.59,27.7,0.1,5.6,0.1,65.0,47276.0,26.8,36.03,15.9
Montana,Blaine,DEM,6646.0,49.89,50.11,46.2,0.2,2.5,0.0,49.1,35506.0,32.7,37.53,16.8
Montana,Broadwater,REP,5755.0,50.32,49.68,94.4,0.1,2.6,0.0,1.5,55295.0,7.8,45.54,4.1
Montana,Carbon,REP,10466.0,50.36,49.64,94.6,0.2,2.4,0.3,0.8,56988.0,9.9,48.99,4.0
Montana,Carter,REP,1320.0,50.0,50.0,97.7,0.0,0.3,0.0,0.4,45347.0,11.8,45.98,2.9
Montana,Cascade,REP,81816.0,50.43,49.57,85.8,1.3,4.2,0.8,4.2,46827.0,13.1,45.13,4.6
Montana,Chouteau,REP,5812.0,49.62,50.38,76.5,0.1,2.3,0.4,19.1,39577.0,20.3,42.84,3.5
Montana,Custer,REP,11895.0,49.74,50.26,92.4,0.5,3.2,0.4,1.3,53050.0,9.8,53.95,1.7
Montana,Daniels,REP,1788.0,51.79,48.21,96.6,0.0,2.8,0.0,0.6,53591.0,4.6,51.73,1.7
Montana,Dawson,REP,9324.0,52.22,47.78,92.6,0.5,3.0,0.4,2.1,59622.0,12.3,51.53,1.1
Montana,Deer Lodge,DEM,9131.0,52.33,47.67,90.5,0.4,3.3,0.5,1.3,41235.0,18.8,42.5,2.3
Montana,Fallon,REP,2925.0,52.17,47.83,93.8,1.4,1.8,1.0,0.5,56806.0,5.8,54.74,1.7
Montana,Flathead,REP,96147.0,49.89,50.11,93.2,0.3,2.6,0.5,1.3,51410.0,13.6,48.1,4.0
Montana,Fergus,REP,11327.0,50.33,49.67,94.4,0.1,2.2,0.8,1.0,47110.0,14.7,49.38,2.6
Montana,Liberty,REP,2245.0,50.96,49.04,98.6,0.0,0.9,0.0,0.0,46641.0,13.9,50.29,1.9
Montana,Lewis and Clark,REP,66290.0,49.63,50.37,91.7,0.3,3.1,0.6,1.8,60789.0,11.4,51.47,3.2
Montana,Lake,REP,29518.0,49.44,50.56,65.5,0.2,4.3,0.3,23.6,42582.0,20.9,40.2,8.0
Montana,Judith Basin,REP,1965.0,53.28,46.72,95.6,0.0,2.3,0.0,1.4,43281.0,13.9,49.11,2.9
Montana,Jefferson,REP,11625.0,51.23,48.77,93.0,0.1,2.3,0.2,1.4,64911.0,9.9,45.61,5.7
Montana,Granite,REP,3206.0,50.59,49.41,94.6,0.1,2.2,0.1,0.4,49063.0,9.9,37.62,6.9
Montana,Golden Valley,REP,8308.0,49.78,50.22,84.97,0.09,2.97,0.36,8.1,99121.0,8.37,50.35,4.4
Montana,Glacier,DEM,13677.0,50.36,49.64,31.1,0.3,2.8,0.3,64.1,29201.0,33.1,33.19,7.6
Montana,Garfield,REP,1086.0,51.57,48.43,99.8,0.0,0.2,0.0,0.0,47188.0,5.1,53.04,0.0
Montana,Gallatin,DEM,100733.0,51.68,48.32,92.3,0.3,3.3,1.3,0.9,59397.0,13.0,56.34,4.3
Montana,Beaverhead,REP,9360.0,50.15,49.85,91.3,0.1,4.2,0.6,2.0,43880.0,16.1,49.65,4.6
Nebraska,McPherson,REP,432.0,51.16,48.84,96.8,0.0,0.9,0.0,0.0,60714.0,16.0,52.08,0.0
Nebraska,Madison,REP,35062.0,49.73,50.27,80.7,1.4,14.5,1.1,1.3,49865.0,16.0,52.53,3.2
Nebraska,Merrick,REP,7829.0,49.79,50.21,92.9,0.6,4.1,0.1,0.2,53536.0,10.0,53.57,3.3
Nebraska,Morrill,REP,4903.0,50.17,49.83,82.1,0.8,15.4,0.1,0.5,44201.0,9.4,49.3,3.7
Nebraska,Nance,REP,3569.0,49.43,50.57,96.9,0.1,2.5,0.1,0.3,45428.0,11.7,50.21,2.0
Nebraska,Nemaha,REP,7041.0,49.37,50.63,94.3,1.4,2.6,0.7,0.6,55536.0,11.5,48.91,5.7
Nebraska,Nuckolls,REP,4318.0,50.09,49.91,95.5,0.3,2.6,1.2,0.0,42055.0,10.8,51.51,1.7
Nebraska,Otoe,REP,15875.0,49.03,50.97,89.5,0.2,7.6,0.5,0.4,54605.0,10.0,51.66,3.0
Nebraska,Pawnee,REP,2704.0,48.71,51.29,95.4,0.0,1.8,0.0,0.2,42176.0,20.5,44.56,2.7
Nebraska,Perkins,REP,2904.0,50.76,49.24,95.5,0.1,3.8,0.0,0.0,58125.0,4.8,50.41,1.1
Nebraska,Phelps,REP,9163.0,50.23,49.77,92.7,0.1,5.4,0.2,0.2,56408.0,7.1,52.17,0.7
Nebraska,Pierce,REP,7175.0,50.15,49.85,96.7,0.3,1.6,0.4,0.1,55417.0,6.8,51.65,3.8
Nebraska,Loup,REP,537.0,48.42,51.58,99.6,0.0,0.0,0.0,0.4,58625.0,8.9,54.93,0.7
Nebraska,Logan,REP,919.0,51.25,48.75,93.9,0.7,2.9,0.0,0.2,50278.0,9.7,48.97,1.1
Nebraska,Lincoln,REP,35569.0,49.17,50.83,88.4,0.9,8.2,0.6,0.2,55875.0,12.6,49.04,2.7
Nebraska,Lancaster,DEM,306357.0,50.2,49.8,82.1,3.9,6.7,4.2,0.4,55747.0,14.0,54.41,3.9
Nebraska,Knox,REP,8496.0,48.81,51.19,86.2,0.2,2.6,0.3,9.2,48072.0,12.3,50.27,3.1
Nebraska,Kimball,REP,3688.0,49.89,50.11,88.2,0.1,8.8,0.8,0.1,43017.0,11.4,47.13,6.0
Nebraska,Keya Paha,REP,720.0,51.11,48.89,97.8,0.1,1.1,0.1,0.0,48864.0,7.7,59.44,1.2
Nebraska,Keith,REP,8129.0,50.7,49.3,90.5,0.7,6.8,1.1,0.4,45078.0,13.1,50.47,2.8
Nebraska,Kearney,REP,6547.0,49.32,50.68,92.7,0.1,5.8,0.2,0.3,53207.0,9.4,53.0,3.4
Nebraska,Johnson,REP,5200.0,59.37,40.63,80.8,6.8,9.9,0.9,0.7,49564.0,10.1,38.42,2.2
Nebraska,Grant,REP,682.0,50.73,49.27,96.2,0.9,1.9,0.0,0.0,45833.0,21.1,49.56,4.5
Nebraska,Jefferson,REP,7276.0,48.25,51.75,94.2,0.0,3.6,0.1,0.7,46576.0,10.6,50.77,2.1
Nebraska,Sherman,REP,3048.0,49.8,50.2,97.1,0.0,2.0,0.6,0.0,48704.0,10.7,49.7,1.7
Nebraska,York,REP,13832.0,49.13,50.87,90.9,1.2,4.9,0.3,0.3,59966.0,9.7,51.56,2.4
Nebraska,Wheeler,REP,846.0,52.48,47.52,98.9,0.0,0.7,0.1,0.0,49706.0,2.6,58.39,0.4
Nebraska,Webster,REP,3597.0,49.32,50.68,92.1,0.2,4.7,0.6,0.0,43831.0,11.3,49.04,2.1
Nebraska,Wayne,REP,9409.0,50.72,49.28,90.2,2.1,5.5,0.5,0.5,58093.0,13.5,55.52,2.0
Nebraska,Washington,REP,20414.0,49.56,50.44,94.7,1.0,2.8,0.3,0.1,66485.0,9.8,52.93,1.7
Nebraska,Valley,REP,4252.0,49.65,50.35,95.7,0.4,2.8,0.0,0.2,50270.0,11.5,55.24,1.5
Nebraska,Thurston,REP,7055.0,49.64,50.36,36.7,0.2,5.1,0.7,55.6,44701.0,30.5,36.7,15.4
Nebraska,Thomas,REP,643.0,53.5,46.5,97.4,0.0,0.6,0.0,0.3,53173.0,12.4,56.61,1.9
Nebraska,Thayer,REP,5133.0,49.62,50.38,95.5,0.3,2.3,0.0,0.3,48151.0,10.9,49.87,1.2
Nebraska,Stanton,REP,6020.0,50.05,49.95,92.2,1.3,5.3,0.3,0.0,57534.0,9.5,53.27,3.1
Nebraska,Sioux,REP,1256.0,51.51,48.49,90.0,0.4,3.8,0.2,0.2,45375.0,12.4,52.55,0.0
Nebraska,Platte,REP,32875.0,50.68,49.32,80.0,0.4,17.6,0.6,0.3,58679.0,8.6,53.93,3.9
Nebraska,Sheridan,REP,5241.0,49.69,50.31,81.9,0.5,4.7,0.4,8.7,41209.0,15.8,49.97,1.5
Nebraska,Seward,REP,17045.0,50.35,49.65,95.0,0.5,2.5,0.6,0.1,63095.0,9.2,51.39,2.5
Nebraska,Scotts Bluff,REP,36509.0,48.37,51.63,72.6,0.6,23.4,0.6,1.2,47975.0,13.2,48.12,5.2
Nebraska,Saunders,REP,20953.0,50.33,49.67,95.6,0.3,2.1,0.3,0.2,65015.0,9.0,52.66,2.2
Nebraska,Sarpy,REP,175188.0,49.99,50.01,81.8,3.7,8.7,2.5,0.3,75752.0,5.3,52.47,3.3
Nebraska,Saline,REP,14325.0,51.1,48.9,70.7,0.7,24.3,2.9,0.4,50932.0,11.6,49.24,2.8
Nebraska,Rock,REP,1381.0,49.96,50.04,97.6,0.3,0.9,0.0,0.0,52361.0,9.7,55.03,1.4
Nebraska,Richardson,REP,8045.0,50.17,49.83,92.5,0.2,1.9,0.2,1.8,46839.0,16.3,49.15,4.0
Nebraska,Red Willow,REP,10870.0,51.08,48.92,92.2,1.1,4.9,0.3,0.0,42882.0,11.7,51.5,4.9
Nebraska,Polk,REP,5244.0,49.16,50.84,92.9,0.1,4.8,0.1,0.3,63667.0,7.6,52.1,4.6
Nebraska,Butler,REP,8105.0,50.4,49.6,95.0,0.5,3.0,0.4,0.2,52448.0,7.8,50.85,4.4
Nebraska,Dawes,REP,8972.0,50.1,49.9,85.3,0.9,4.8,0.9,2.8,46146.0,14.3,51.16,1.0
Nebraska,Dakota,REP,20529.0,49.07,50.93,49.8,4.3,38.4,3.0,2.3,52401.0,16.8,49.51,7.3
Nebraska,Custer,REP,10836.0,49.44,50.56,95.0,0.8,2.9,0.8,0.0,48836.0,11.9,52.01,2.5
Nebraska,Cuming,REP,9039.0,50.41,49.59,88.5,0.1,9.9,0.1,0.4,50734.0,8.0,53.31,2.6
Nebraska,Colfax,REP,10616.0,52.06,47.94,51.1,2.8,44.8,0.6,0.0,54876.0,8.2,49.97,3.5
Nebraska,Clay,REP,6264.0,51.25,48.75,89.2,0.4,8.9,0.3,0.2,54167.0,11.1,49.68,3.0
Nebraska,Cheyenne,REP,10012.0,48.93,51.07,89.9,0.4,6.7,0.8,0.3,58770.0,10.9,55.8,2.5
Nebraska,Cherry,REP,5792.0,49.57,50.43,88.5,0.0,3.1,0.2,4.0,53226.0,9.0,56.41,2.6
Nebraska,Chase,REP,3803.0,49.75,50.25,88.9,0.1,10.5,0.0,0.0,54568.0,8.0,52.77,2.3
Nebraska,Cedar,REP,8561.0,50.8,49.2,97.0,0.0,1.7,0.0,0.8,57208.0,9.7,53.72,1.6
Nebraska,Cass,REP,25513.0,50.22,49.78,94.0,0.3,3.1,0.3,0.2,68284.0,6.3,52.17,2.8
Nebraska,Hooker,REP,684.0,46.05,53.95,96.2,0.9,2.9,0.0,0.0,41607.0,17.4,44.44,1.0
Nebraska,Burt,REP,6546.0,49.36,50.64,93.6,0.6,2.7,0.4,1.8,50174.0,12.3,46.0,3.5
Nebraska,Buffalo,REP,48834.0,49.9,50.1,87.4,1.1,8.7,1.3,0.1,55053.0,14.4,56.2,3.1
Nebraska,Brown,REP,3058.0,48.01,51.99,96.5,0.0,1.2,0.4,0.2,42773.0,16.0,51.8,0.6
Nebraska,Boyd,REP,2049.0,50.66,49.34,95.0,0.5,0.7,0.9,1.5,48750.0,9.8,49.78,1.6
Nebraska,Box Butte,REP,11200.0,50.63,49.37,82.3,0.6,12.1,0.3,2.8,56328.0,10.9,49.19,5.1
Nebraska,Boone,REP,5357.0,50.23,49.77,96.7,0.5,2.0,0.1,0.0,53854.0,7.3,51.69,1.7
Nebraska,Blaine,REP,502.0,51.0,49.0,98.0,0.0,0.0,0.6,0.0,52000.0,9.8,56.18,1.1
Nebraska,Banner,REP,728.0,48.9,51.1,89.4,0.5,7.8,0.0,0.0,55000.0,8.9,54.67,3.2
Nebraska,Arthur,REP,421.0,48.46,51.54,97.6,0.0,0.0,0.0,0.0,41250.0,10.9,42.04,0.6
Nebraska,Antelope,REP,6406.0,50.16,49.84,95.3,0.2,3.2,0.4,0.3,46949.0,11.5,50.0,1.9
Nebraska,Adams,REP,31564.0,50.63,49.37,86.9,0.6,9.4,1.3,0.1,51721.0,12.4,50.34,4.2
Nebraska,Deuel,REP,1901.0,48.13,51.87,89.5,0.1,7.8,0.3,1.0,53438.0,11.1,52.71,4.1
Nebraska,Howard,REP,6385.0,50.31,49.69,95.6,0.0,2.5,0.0,0.0,53648.0,10.2,51.79,4.0
Nebraska,Holt,REP,10293.0,50.1,49.9,94.0,0.1,4.3,0.5,0.8,52050.0,8.9,55.01,1.1
Nebraska,Hitchcock,REP,2860.0,49.76,50.24,98.9,0.1,0.8,0.0,0.0,41582.0,14.2,47.17,3.1
Nebraska,Hayes,REP,957.0,51.62,48.38,93.8,0.0,5.9,0.0,0.0,44946.0,9.0,52.46,1.6
Nebraska,Harlan,REP,3469.0,52.21,47.79,94.2,0.9,3.7,0.3,0.3,46750.0,12.9,46.5,2.0
Nebraska,Hamilton,REP,9149.0,49.91,50.09,95.2,0.7,3.2,0.1,0.1,61944.0,7.2,53.08,2.0
Nebraska,Hall,REP,61233.0,50.37,49.63,68.0,2.2,26.8,1.2,0.3,53807.0,13.5,51.83,5.4
Nebraska,Greeley,REP,2436.0,49.38,50.62,96.2,0.6,2.0,0.4,0.0,47218.0,9.8,48.56,1.7
Nebraska,Gosper,REP,2019.0,48.94,51.06,96.2,0.0,2.0,0.6,0.0,61769.0,5.7,55.92,4.6
Nebraska,Garfield,REP,1958.0,49.54,50.46,96.6,0.2,2.1,0.3,0.0,46509.0,7.2,51.38,1.9
Nebraska,Gage,REP,21632.0,50.0,50.0,95.0,0.6,2.3,0.6,0.4,52223.0,9.1,51.4,3.2
Nebraska,Dawson,REP,23925.0,51.14,48.86,60.0,5.7,33.1,0.0,0.4,51238.0,13.7,50.98,4.2
Nebraska,Dixon,REP,5765.0,50.39,49.61,85.6,0.3,12.6,0.1,0.5,57036.0,10.3,51.26,3.3
Nebraska,Dodge,REP,36576.0,49.16,50.84,84.9,0.7,11.8,0.6,0.3,51748.0,13.2,50.57,4.4
Nebraska,Douglas,DEM,549706.0,49.28,50.72,70.2,10.9,12.2,3.4,0.3,58640.0,13.5,51.98,4.4
Nebraska,Dundy,REP,2017.0,49.78,50.22,84.8,0.1,14.6,0.0,0.0,44653.0,10.5,45.96,3.6
Nebraska,Fillmore,REP,5603.0,49.97,50.03,94.0,0.6,3.9,0.2,0.4,56750.0,9.9,51.63,2.5
Nebraska,Franklin,REP,3019.0,50.15,49.85,96.2,0.5,2.1,0.2,0.0,49453.0,13.3,49.55,2.6
Nebraska,Frontier,REP,2624.0,50.46,49.54,96.4,0.0,1.4,0.1,0.6,52090.0,10.9,47.75,3.2
Nebraska,Furnas,REP,4814.0,48.94,51.06,94.2,0.3,3.7,0.1,0.0,43400.0,13.5,49.73,2.5
Nebraska,Garden,REP,1913.0,50.18,49.82,94.2,0.2,3.9,0.9,0.2,48125.0,11.7,48.14,1.4
Nevada,Humboldt,REP,17088.0,51.96,48.04,65.8,0.6,26.5,0.3,4.5,69324.0,9.1,49.12,7.3
Nevada,Carson City,REP,54219.0,51.26,48.74,68.1,1.6,23.4,2.4,2.0,49341.0,14.7,44.87,7.7
Nevada,White Pine,REP,9858.0,59.04,40.96,72.7,4.7,15.3,0.8,5.7,60358.0,13.0,36.18,6.2
Nevada,Washoe,DEM,445551.0,50.32,49.68,63.7,2.1,23.9,5.2,1.3,58595.0,13.3,49.28,6.8
Nevada,Storey,REP,3891.0,48.68,51.32,86.7,0.7,6.7,1.9,1.4,63607.0,7.7,45.44,4.2
Nevada,Pershing,REP,6661.0,65.11,34.89,66.1,4.7,23.8,1.3,2.8,52308.0,15.0,33.19,4.2
Nevada,Nye,REP,43296.0,50.33,49.67,77.2,3.0,14.2,1.6,1.5,44225.0,17.3,33.61,11.4
Nevada,Mineral,REP,4471.0,48.42,51.58,58.1,0.8,11.1,4.6,21.6,39375.0,20.3,37.69,20.6
Nevada,Lyon,REP,52303.0,50.48,49.52,76.1,0.9,16.2,1.1,1.9,50920.0,13.7,40.13,9.8
Nevada,Lander,REP,5887.0,55.65,44.35,67.8,0.1,26.8,0.1,4.2,79865.0,13.2,45.57,7.6
Nevada,Eureka,REP,1728.0,49.13,50.87,96.7,0.1,1.6,0.0,1.7,67159.0,10.0,52.31,0.0
Nevada,Esmeralda,REP,1102.0,44.01,55.99,80.0,0.7,15.6,0.0,2.4,39405.0,6.8,40.74,3.9
Nevada,Elko,REP,52377.0,51.9,48.1,67.2,0.8,24.2,1.0,5.2,76178.0,11.5,50.56,4.4
Nevada,Douglas,REP,47632.0,50.48,49.52,81.1,0.6,12.3,1.3,1.8,61176.0,9.8,43.55,6.2
Nevada,Clark,DEM,2112436.0,49.99,50.01,44.1,10.8,30.7,9.5,0.4,54882.0,14.6,46.49,8.3
Nevada,Churchill,REP,24022.0,50.69,49.31,73.9,2.4,13.4,2.4,4.0,46914.0,13.8,38.41,7.8
Nevada,Lincoln,REP,5203.0,53.43,46.57,83.7,2.6,8.7,1.0,3.2,52971.0,12.1,34.46,9.3
New Hampshire,Hopkinton,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Andover,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Hooksett,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Henniker,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Franklin,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Epsom,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Dunbarton,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Danbury,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Concord,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Chichester,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Canterbury,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Bradford,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Bow,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Boscawen,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Candia,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Loudon,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Newbury,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,New London,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Northfield,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Pembroke,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Pittsfield,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Sutton,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Warner,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Webster,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Wilmot,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Atkinson,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Auburn,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Brentwood,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Bennington,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Mason,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Brookline,DEM,0.0,,,,,,,,0.0,,,
New Hampshire,Deering,REP,0.0,,,,,,,,0.0,,,
New Hampshire,Francestown,DEM,0.0,,,,,,,,0.0,,,
